,Store_Number,Transaction_Count,Sales,Quantity,Gross_Margin,ADS,UPT,AUR,Cluster
0,1,39001,533864.374100718,98811,427786.0070007185,13.68847911850255,2.533550421784057,5.402884032149436,0
1,4,44130,562928.0431654662,96552,454438.3449654661,12.756130595183915,2.1878993881713122,5.830309503329461,0
2,7,37613,462364.7482014377,83617,372462.84370143816,12.292684662256073,2.2230877622098744,5.5295543753236505,0
3,13,28091,393610.05755395634,79918,314270.979853956,14.011963175179108,2.8449681392616855,4.9251740227978225,1
4,16,26525,311346.53237410024,57208,257343.5317741002,11.737852304395862,2.156757775683318,5.44236002611698,0
5,22,55576,754126.5467625889,141163,606578.908162589,13.569284345087608,2.5399992802648623,5.342239444915374,3
6,23,34629,431867.17985611456,79674,349331.38435611443,12.471257612293584,2.300788356579745,5.420427992269932,0
7,24,37189,509629.4244604305,90302,413490.59896043077,13.703767900734908,2.428191131786281,5.643611708051101,0
8,25,21121,263591.75539568294,51712,210677.7071956832,12.480079323691252,2.448368921926045,5.097303438190032,1
9,27,26476,332227.94244604255,61761,265159.7244460426,12.548267957623604,2.332716422420305,5.37925134706437,0
10,30,33518,455829.7697841719,81551,365459.18248417194,13.599551577784233,2.4330508980249417,5.589505582815317,0
11,31,27545,412572.1294964022,76577,318849.3954964024,14.978113250913133,2.780068978035941,5.387676841563422,1
12,33,27164,364145.92805755325,61440,293089.43115755357,13.405460464495407,2.26181711088205,5.926854297811739,0
13,35,23842,317201.7985611505,57942,254626.50476115046,13.304328435582187,2.4302491401728044,5.4744709979143025,0
14,38,27859,352982.6330935246,62393,282829.8766935244,12.670326755932539,2.2395994113212967,5.6574076113269856,0
15,41,21838,276751.9136690642,53426,221146.35286906414,12.672951445602353,2.4464694569099734,5.180097961087563,1
16,44,50875,708897.4964028763,130713,576946.2941028763,13.93410312339806,2.569297297297297,5.42331287938366,3
17,46,33255,410183.2949640276,73415,330970.32316402835,12.334484888408587,2.207637949180574,5.587186473663796,0
18,51,36962,481419.1798561139,85999,386837.33895611437,13.024705910289322,2.326686867593745,5.597962532774962,0
19,52,25769,305028.1151079134,58900,246104.70320791317,11.837017932706484,2.285692110675618,5.178745587570686,0
20,53,34430,465733.3669064736,83171,370149.7146064739,13.526963895047157,2.4156549520766775,5.599708635299246,0
21,54,20971,270773.64028776955,49021,215251.18868776926,12.911813470400531,2.337561394306423,5.523625390909397,0
22,56,41196,541350.7050359695,102106,437587.67613597,13.140856030584754,2.4785416059811634,5.301850087516596,0
23,57,32254,424991.5251798551,71851,341570.74747985543,13.176397506661347,2.227661685372357,5.914900630191022,0
24,58,45257,589854.719424459,104135,476439.53372445895,13.033447188820714,2.300970015688181,5.664327261962443,0
25,62,24466,326057.8992805748,65479,260962.5844805748,13.326980269785613,2.6763263304177225,4.979579701592493,1
26,66,33656,409726.24460431567,74149,333114.6244043158,12.173943564425828,2.203143570240076,5.525715041393892,0
27,68,25743,337237.4244604309,62386,260597.11986043127,13.100160216774693,2.423416074272618,5.40565871285915,0
28,69,17693,211024.12949640257,43686,164353.8238964026,11.926984089549684,2.4691120782230263,4.830474969015304,1
29,77,24587,349488.9208633085,60565,268121.06436330883,14.21437836512419,2.463293610444544,5.770476692203558,0
30,80,42861,559561.769784172,102899,455166.86118417175,13.055266320995123,2.4007605982128277,5.437970920846383,0
31,82,23338,297787.755395683,58328,237815.9655956829,12.759780418017096,2.499271574256577,5.105399729044078,1
