Alpha_0.1,Alpha_1,Alpha_10,Features
0.6645269091890524,0.6619056669738824,0.6297337944619806,Score
-346.8557502116744,-221.21401353882288,689.6797109098384,Intercept
179.42822107040564,168.6022023985939,85.0372831920338,Open Hours
5.779394406312949,5.860505207679933,0.0,Justice (<1)
-4.501370839376753,1.6204935289605316,15.054862647410108,Justice (<5)
113.79003031634767,106.15778597831296,87.88215873650154,Justice (<10)
31.568220770815504,25.036657062968963,0.0,Piercing Pagoda (<1)
4.706733811044196,13.374021722720743,12.13431621526102,Piercing Pagoda (<5)
4.769769933660982,0.0,16.21839106081239,Piercing Pagoda (<10)
70.91543935679488,63.475897013539786,0.0,H&M (<1)
31.462692014593085,24.07633845277374,91.26033938763071,H&M (<5)
-31.590392763496506,-6.424873368903493,0.0,H&M (<10)
172.08843870171637,149.86715496094232,0.0,Zara (<1)
87.63257081234681,85.49043612766792,15.160862540144196,Zara (<5)
44.22714434648671,39.2756991807895,25.857933175854836,Zara (<10)
28.58936476938469,20.902562647086096,0.0,1 Competitor
-0.0,-0.0,0.0,2 Competitors
12.291115031537224,0.3274202348835791,0.0,3 Competitors
-786.1689475013832,-0.0,-0.0,Holiday_Event_Easter
546.0415399982895,416.79520585780256,0.0,Holiday_Event_Good Friday
623.4507332883608,400.57893584023486,0.0,Holiday_Event_Memorial Day
-344.9108183301621,-185.82009808357458,-0.0,Holiday_Event_Mother's Day
-146.96367723992924,-174.2271605007332,-132.24003688216365,Holiday_Event_None
440.14674966656185,161.38621732100864,0.0,Holiday_Event_President's Day
138.6564562154266,0.0,0.0,Holiday_Event_St. Patrick's Day
-132.15576703774883,-21.438561019894134,-0.0,Holiday_Event_Valentine's Day
199.77746547869623,189.6032937148186,185.65379626289374,Holiday_Period_Easter
17.657902923157245,0.0,-0.0,Holiday_Period_Memorial Day
13.727722845110662,-0.09955768857223289,-0.0,Holiday_Period_Mother's Day
0.0,0.0,-0.0,Holiday_Period_None
-106.51640765209856,-0.0,0.0,Holiday_Period_President's Day
-16.526351590741875,0.0,0.0,Holiday_Period_St. Patrick's Day
-54.002063685458936,-27.06607532996348,-0.0,Holiday_Period_Valentine's Day
0.0,0.0,0.0,Promo_B3G3F
0.0,0.0,0.0,Sales_Promo_None
-987.2538386776154,-985.6403037960117,-972.0849999564114,Cluster_0
1030.4202679498064,965.2457049098361,461.15094110115683,Cluster_1
-357.0697023277615,-352.6209889915885,-310.1370697268533,Cluster_2
521.762021281811,519.9646658427023,492.16906233692805,Cluster_3
-133.56244303984138,-112.51849857018897,-28.477723535560465,Day_of_Week_0
-171.96866102305694,-171.98325824887024,-118.20980600106289,Day_of_Week_1
-129.9030817203779,-131.2213762441403,-74.34060304412529,Day_of_Week_2
-0.0,-0.0,-0.0,Day_of_Week_3
551.2450391871099,549.8611634534792,511.01871196837794,Day_of_Week_4
1725.1587736846193,1721.7760800616493,1641.9764304498926,Day_of_Week_5
1342.4617702101946,1259.1033669333733,813.5890235200143,Day_of_Week_6
-438.7573943376542,-248.1418488201838,-0.0,Week_Num_5
-221.98615028835744,-184.69590697856094,-35.658021758379036,Week_Num_6
4.994778152280006,-7.835540387892413,-0.0,Week_Num_7
271.57013929290446,279.8890309790016,85.11659553167894,Week_Num_8
116.2399488325788,119.60332999001837,0.0,Week_Num_9
72.77037554650309,76.25235702757799,0.0,Week_Num_10
236.06507625754713,243.6179096783074,25.310893753024146,Week_Num_11
126.54773043600099,124.94277145657054,0.0,Week_Num_12
317.97057943217555,315.6350625076752,131.87501038910335,Week_Num_13
172.6977852179998,180.49810077696696,0.0,Week_Num_14
-92.37556309017356,-51.306011778713774,-0.0,Week_Num_15
-40.141738806950265,-0.0,-0.0,Week_Num_16
-104.62938729952619,-63.51966271568422,-0.0,Week_Num_17
-124.71747699244396,-83.94202162870654,-0.0,Week_Num_18
-93.98536049837197,-70.57503724535833,-0.0,Week_Num_19
-106.06594012658975,-59.017123929172236,-0.0,Week_Num_20
-106.88587574409817,-58.259395475989386,-0.0,Week_Num_21
-91.95740813276619,-12.81419697375569,-0.0,Week_Num_22
1.4456540765945898,4.901848887427444,-0.0,Week_Num_23
-0.07656456175695997,0.0,-0.0,Week_Num_24
42.5292198881133,46.118999850958375,0.0,Week_Num_25
115.2817203184721,109.58516541378673,0.0,Week_Num_26
