,Store_Number,Transaction_Count,Sales,Quantity,Gross_Margin,ADS,UPT,AUR,Cluster
0,1002,39328,537257.6110574594,112656,435157.8817574595,13.660944137954113,2.8645240032546786,4.769010181947339,1
1,1010,40902,550703.4101883137,118224,441821.0079883141,13.463972670977304,2.89042100630776,4.658135490156937,1
2,1014,52648,623091.1335103802,122262,509208.6449103804,11.835039004527811,2.3222534569214406,5.096359731644993,1
3,1017,64047,834335.3935296935,179457,670301.6471296942,13.026923876679524,2.801957937139913,4.649221783099536,1
4,1018,39703,525344.139304682,110979,418283.6338046829,13.23184996863416,2.7952295796287436,4.7337256535442025,1
5,1019,50770,639186.3652824701,134625,523692.92878247105,12.589843712477252,2.651664368721686,4.7479024347815795,1
6,1026,25460,338285.5444229839,73509,270172.4311229839,13.286942043322227,2.887234878240377,4.60196090850078,1
7,1027,43517,504940.19797199336,106975,413465.1333719935,11.60328602550712,2.458234712870832,4.720170114250931,1
8,1028,42025,521362.5663930457,110203,423666.8405930467,12.406009908222385,2.62232004759072,4.730928980091701,1
9,1035,52374,683649.8853210995,144561,554954.0383211001,13.053230330337563,2.7601672585634094,4.729144688547392,1
10,1036,48314,630211.3773539336,129535,514271.80695393414,13.044073712669903,2.681106925528832,4.8651822083138425,1
11,1042,50770,705008.32327378,149707,562823.7010737794,13.886317180889897,2.948729564703565,4.7092542317579005,1
12,1045,40853,559319.0366972466,119167,451735.730997247,13.691015022085198,2.91697060191418,4.693573193058872,1
13,1048,47181,573639.3590053103,123490,470109.7991053103,12.158270469157294,2.6173671605095272,4.64522924127711,1
14,1050,56105,781881.8626267483,165731,623703.0649267479,13.936046032024745,2.9539434987968987,4.717776774572942,1
15,1051,58693,734981.1685176219,150495,598663.293417623,12.522467219559775,2.5641047484367814,4.883758055201979,1
16,1052,43092,560670.6723804913,116201,458153.8246804917,13.01101532489769,2.696579411491692,4.825007292368321,1
17,1053,28024,392296.3302752288,83852,314725.7134752291,13.998584437454637,2.9921495860690834,4.678437369117359,0
18,1054,202494,2926278.68783196,590485,2383259.384031962,14.45118713557913,2.9160617104704336,4.955720615819132,3
19,1055,63288,968738.4174311903,199853,783001.8597311914,15.30682621399302,3.157834028567817,4.847254819448246,4
20,1056,22768,314124.4567841618,69511,250805.44208416186,13.796752318348638,3.0530130007027405,4.519061109524562,0
21,1057,80867,1158577.2573635906,252725,906254.4844635904,14.326947424333667,3.125193218494565,4.584339726436208,4
22,1059,70444,971647.8874939624,190203,794941.0261939612,13.793195836323354,2.700059621827267,5.10847824426514,4
23,1060,29550,384182.59898599645,82466,308168.8303859969,13.001103180575177,2.79072758037225,4.658678715907119,0
24,1063,44975,575496.2397392552,118169,471854.3188392559,12.795914168743861,2.627437465258477,4.870111786841347,0
25,1064,39093,539635.7677450499,111259,435688.64734504983,13.803897571049802,2.846008236768731,4.85026620538608,0
26,1065,23121,275957.713664896,60540,222586.40146489587,11.935371033471561,2.6183988581808744,4.558270790632573,0
27,1066,84220,1032382.5567358717,206870,844285.3639358742,12.258163817808972,2.4563049156969843,4.9904894703720775,4
28,1068,39976,506926.18903911085,102048,413007.77273911017,12.680763183888104,2.55273163898339,4.967526938686802,0
29,1069,25051,340761.92660550436,75205,272609.560205504,13.60272750011993,3.0020757654385055,4.531107328043406,0
30,1070,28791,387150.21728633455,79962,312931.5775863348,13.446918039885192,2.7773262477857665,4.8416775128978085,0
31,1071,40012,591427.2754707857,120834,469243.97227078583,14.781247512515888,3.0199440167949616,4.894543551242082,0
32,1073,79361,957748.5212457718,192985,784923.6944457738,12.068251675832862,2.4317359912299494,4.9628132820984625,4
