Alpha_0.1,Alpha_1,Alpha_10,Features
0.647616416,0.647615318,0.647602622,Score
451.2639009,451.6719823,455.7399051,Intercept
180.4684196,180.416939,179.9041479,Open Hours
97.65686945,97.64099393,97.48235703,1-Competitor
130.1890148,130.1757684,130.0433146,2-Competitors
171.119068,171.0985813,170.8936832,3-Competitors
476.3182887,475.7475586,470.1459827,Holiday_Event_Good Friday
505.5000882,504.2513269,492.0967474,Holiday_Event_Memorial Day
-527.5085235,-526.5716603,-517.3607798,Holiday_Event_Mother's Day
-318.6031924,-318.5830101,-318.3531413,Holiday_Event_None
-96.79630151,-96.11141622,-89.58043851,Holiday_Event_President's Day
-38.91035956,-38.73279889,-36.94837051,Holiday_Event_St. Patrick's Day
89.50454162,89.85561648,93.22448146,Holiday_Period_Easter
-256.5781165,-255.9615916,-249.9725388,Holiday_Period_Memorial Day
-21.78990828,-21.96307233,-23.66584688,Holiday_Period_Mother's Day
-84.20796068,-84.1527587,-83.64252799,Holiday_Period_None
147.6835482,147.176174,142.3159743,Holiday_Period_President's Day
125.3878957,125.0456322,121.7404579,Holiday_Period_Valentine's Day
0,0,0,Promo_B3G3F
0,0,0,Sales_Promo_None
-1051.392644,-1051.302669,-1050.404651,Cluster_0
1048.123233,1047.887661,1045.538064,Cluster_1
-408.8676159,-408.7699324,-407.7952996,Cluster_2
412.1370255,412.1849401,412.661886,Cluster_3
-567.5552049,-567.4655106,-566.5720938,Day_of_Week_0
-606.8670516,-606.8051297,-606.1853533,Day_of_Week_1
-559.869561,-559.8072203,-559.1833674,Day_of_Week_2
-436.6580055,-436.5896127,-435.9102328,Day_of_Week_3
99.6391345,99.69250028,100.2212703,Day_of_Week_4
1229.727268,1229.694442,1229.359062,Day_of_Week_5
841.5834194,841.2805307,838.2707153,Day_of_Week_6
-381.5891147,-381.0945905,-376.2105778,Week_Num_5
-264.29161,-264.1657248,-262.9462284,Week_Num_6
-249.4809208,-248.9783612,-244.1668908,Week_Num_7
273.3567263,273.2743146,272.4718139,Week_Num_8
147.6798875,147.6308613,147.1490349,Week_Num_9
105.0087029,104.9673096,104.5617512,Week_Num_10
234.4240799,234.3403266,233.5145028,Week_Num_11
126.804531,126.7175832,125.8712244,Week_Num_12
195.323758,195.0468912,192.3804195,Week_Num_13
265.4067797,265.3421533,264.7045509,Week_Num_14
-72.81184571,-72.82661061,-72.96638054,Week_Num_15
-20.60757519,-20.63110535,-20.85839346,Week_Num_16
-87.11129817,-87.12404351,-87.24365657,Week_Num_17
-119.6967514,-119.7051385,-119.7812056,Week_Num_18
-109.6632981,-109.7050934,-110.1186219,Week_Num_19
-100.3238442,-100.3340941,-100.4287423,Week_Num_20
-24.29787692,-24.56075134,-27.11983558,Week_Num_21
-74.24481313,-74.15886834,-73.31750407,Week_Num_22
2.227196717,2.200903724,1.946057564,Week_Num_23
-3.641258629,-3.666172533,-3.90726831,Week_Num_24
46.26742101,46.23410094,45.90916058,Week_Num_25
111.2611236,111.1961098,110.5567897,Week_Num_26
